0	0,05	carta papel duda letra puerta calle corazón mesa criado bolsillo escritorio noticia ciudad amor instante mañana objeto año pensamiento embargo lectura temor caballero secreto memoria frase atención línea aposento libro esperanza firma provincia prueba vista hoja correo pluma billete asesino deseo respuesta confianza visita nodriza imaginación documento crimen pliego idea 
1	0,05	doctor causa defensa palabra médico cabeza manera prueba corazón muerte hospital fiscal conciencia camino respuesta silencio abogado mistress defensor crimen voz pueblo ley pena situación valor espíritu orden juez gobierno carácter pasión derecho ordenistas mérito vista gratitud alma ordenista ñ_a centinela pieza duda sumario boticario secretario enfermedad opinión objeto presidente 
2	0,05	v_d instante corazón doctor sitio palabra alma vista sentimiento objeto placer esperanza pecho amor duda idea felicidad manera rostro pena mendigo puerta temor ser pensamiento desgracia virtud cuaderno acento juego embargo semblante esposo inocencia ángel calle gracia flor lado fortuna fisonomía sociedad pieza tierra lágrima protector cabeza cariño desgraciado tristeza 
3	0,05	calle tarde estudiante lisa ciudad valle misia suelo calchaquí caballo compañeros templo venganza mestizo comida idea ciencia estudiantes resto prima aire compañero cansancio menudo río indio movimiento copa estudio monte atrio medicina juventud examen pieza valles presa cuarto pared cara hogar sitio rincón guitarra calma tez teatro cielo curaca lana 
4	0,05	posadero madama posada dinero habitación aldea honradez capital talego abuela litigio viaje tenia mesa pleito continuo humanidad trabajo menester cafetal edad aserradero muestra abogado cortesía mancebo vecino año dueño calle fortuna pagaré manera pam persiana marido obrador patio finca cuenta mister abuelo mar catedrático huésped bribón noticia mes baúl doncella 
5	0,05	puerta mesa sala color cabeza luz espejo pared oro traje lado seda sillón pie silla cristal brazo cuadro habitación patio mueble salón sofá comedor pieza flor plata sombrero alfombra papel bronce frente alcoba gabinete reloj año cuerpo cabello mármol cuarto forma escalera ventana mirada rostro cuello piano centro ruido tocador 
6	0,05	médico enfermo doctor enfermedad cama dolor muerte lecho fiebre estado salud cuerpo mal hospital ciencia alma medicina remedio cabecera paciente herida corazón facultativo delirio curación cuidado esperanza espíritu pulso alcoba agua aire dolencia habitación calentura sangre visita esfuerzo año cuarto crisis pie cabeza labio respiración viaje almohada frente sala acceso 
7	0,05	rastro asesino caballo vereda rastreador pie sable montonera suelo vaquero godo bota mozo asesinato cuartel rumbo grupo sangre hombres sargento patriota partida diablo jefe ai caudillo vecindario tapia ojos aire grito cielo amo miedo guerra norte pisada silencio acequia capataz caballos juego gaucho rumor cabeza maturrangos cumbre paisano tropa voz 
8	0,05	muchacho señorito alma ciudad clérigo mancebo canónigo chico mozo mamá primo razón huérfano anciano año gusto tío misa corredor fiesta amor doncella dinero flor tono patio tarde ebanista asunto carácter periódico mañana belleza puerta maestro rostro gente libro asiento pena enfermo dama manera cielo tristeza mesa capitalista ayuda hermosura doctor 
9	0,05	cura hacienda pueblo caballo bandido muchacho licenciado compadre gente dinero rancho ladrón camino lugar alcalde vecino administrador autoridad indio compañero año plata mozo prefecto herrero rumbo mulo plateado población manera gobierno robo oro trabajo presidente semana fuerza ranchero palabra campo justicia carácter capital monte juez cuidado pie viaje platero finca 
