idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0002,PayroR,Moreira,1910,Argentina,autodiegetic,other,novela realista,none,98903
nh0004,PayroR,Inca,1905,Argentina,heterodiegetic,novela histórica,unknown,none,21997
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,other,novela romántica,none,50806
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,novela histórica,novela romántica,none,50965
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,88720
nh0010,MezaR,TioEmpleado,1887,Cuba,homodiegetic,other,novela realista,novela,93573
nh0011,CambaceresE,Rumbo,1885,Argentina,heterodiegetic,other,novela naturalista,none,33544
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,novela histórica,novela realista,none,90242
nh0017,MarmolJ,Amalia,1855,Argentina,heterodiegetic,novela histórica,novela romántica,novela,231376
nh0020,CalcagnoF,SY,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26580
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,novela histórica,novela naturalista,novela,61881
nh0024,MansillaE,Medico,1860,Argentina,autodiegetic,other,novela romántica,novela,41080
nh0025,MansillaE,Miranda,1860,Argentina,heterodiegetic,novela histórica,novela romántica,novela,71994
nh0026,AnconaE,Cruz,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,102735
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,other,novela naturalista,none,99767
nh0030,SicardiF,Genaro,1895,Argentina,heterodiegetic,other,novela naturalista,none,48386
nh0033,SicardiF,Justicia,1902,Argentina,heterodiegetic,other,novela naturalista,none,66652
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,other,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,novela histórica,novela romántica,none,140319
nh0037,LopezVF,Loca,1896,Argentina,homodiegetic,novela histórica,novela romántica,none,100022
nh0038,ArgerichJA,Inocentes,1884,Argentina,heterodiegetic,other,novela naturalista,novela,76569
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,novela histórica,novela romántica,none,16253
nh0041,GorritiJM,Yocci,1876,Argentina,heterodiegetic,novela histórica,novela romántica,none,19643
nh0042,AlvarezJS,Austral,1897,Argentina,autodiegetic,other,unknown,none,62521
nh0049,RivaPalacioV,Garatuza,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,136380
nh0052,DelgadoR,ParientesRicos,1901,Mexico,heterodiegetic,other,novela realista,none,105418
nh0054,GutierrezE,Chacho,1884,Argentina,heterodiegetic,novela histórica,novela romántica,none,144155
nh0055,GutierrezE,Montoneros,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,82313
nh0056,GutierrezE,MuerteHeroe,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,104443
nh0058,DominguezS,Palomas,1886,Argentina,heterodiegetic,other,novela naturalista,none,37027
nh0059,PodestaMT,Irresponsable,1889,Argentina,autodiegetic,other,novela naturalista,none,45987
nh0060,MiroJM,Bolsa,1891,Argentina,heterodiegetic,other,novela naturalista,none,59537
nh0062,CantiloJM,Quillango,1880,Argentina,heterodiegetic,other,novela realista,none,17162
nh0064,DiazCovarrubiasJ,Gomez,1858,Mexico,heterodiegetic,novela histórica,novela romántica,novela,81575
nh0065,DiazCovarrubiasJ,ClaseMedia,1858,Mexico,heterodiegetic,other,novela romántica,novela,30551
nh0066,MartinezVillergasJ,VidaChaleco,1859,Cuba,heterodiegetic,other,unknown,novela,197895
nh0068,DelgadoR,Calandria,1890,Mexico,heterodiegetic,other,novela realista,novela,89456
nh0069,MateosJA,CerroCampanas,1868,Mexico,heterodiegetic,novela histórica,novela romántica,novela,213844
nh0071,MezaR,UltimasPaginas,1891,Cuba,heterodiegetic,other,novela romántica,novela,36132
nh0074,GamboaF,UnoTantos,1889,Mexico,heterodiegetic,other,novela naturalista,none,18177
nh0075,DelgadoR,HistoriaVulgar,1904,Mexico,heterodiegetic,other,novela realista,none,23172
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,other,novela naturalista,none,84295
nh0081,BungeCO,Sangre,1903,Argentina,heterodiegetic,novela histórica,unknown,novela,79999
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,other,novela romántica,none,35006
nh0083,HolmbergEL,PartidosLucha,1875,Argentina,autodiegetic,other,unknown,none,34557
nh0084,LarretaE,GloriaRamiro,1908,Argentina,heterodiegetic,novela histórica,novela modernista,none,88443
nh0086,LugonesL,Guerra,1905,Argentina,heterodiegetic,novela histórica,novela modernista,none,62205
nh0089,DelgadoR,Angelina,1893,Mexico,autodiegetic,other,novela realista,novela,89231
nh0091,CalcagnoF,DonEnriquito,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26096
nh0092,RiveraYRioJ,VirgenNiagara,1871,Mexico,heterodiegetic,other,novela romántica,novela,115995
nh0094,MansoJP,MisteriosPlata,1868,Argentina,heterodiegetic,novela histórica,novela romántica,novela,42919
nh0097,PazI,Corregidora,1887,Mexico,heterodiegetic,novela histórica,novela romántica,none,91038
nh0099,NajeraM,Cielo,1882,Mexico,heterodiegetic,other,novela modernista,novela,33182
nh0100,PortilloA,MariaLuisa,1896,Mexico,heterodiegetic,novela histórica,unknown,none,37570
nh0101,BarraE,MechaIturbe,1906,Argentina,heterodiegetic,other,unknown,none,101792
nh0103,ZamacoisN,MendigoSanAngel,1865,Mexico,heterodiegetic,novela histórica,unknown,novela,330876
nh0106,SierraOReillyJ,HijaJudio,1848,Mexico,heterodiegetic,novela histórica,novela romántica,novela,195753
