idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0003,AltamiranoIM,Antonia,1872,Mexico,autodiegetic,other,novela romántica,none,18017
nh0004,PayroR,Inca,1905,Argentina,heterodiegetic,novela histórica,unknown,none,21997
nh0005,AltamiranoIM,Navidad,1871,Mexico,autodiegetic,other,novela romántica,none,17404
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,other,novela romántica,none,50806
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,novela histórica,novela romántica,none,50965
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,88720
nh0011,CambaceresE,Rumbo,1885,Argentina,heterodiegetic,other,novela naturalista,none,33544
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,novela histórica,novela realista,none,90242
nh0017,MarmolJ,Amalia,1855,Argentina,heterodiegetic,novela histórica,novela romántica,novela,231376
nh0020,CalcagnoF,SY,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26580
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,novela histórica,novela naturalista,novela,61881
nh0025,MansillaE,Miranda,1860,Argentina,heterodiegetic,novela histórica,novela romántica,novela,71994
nh0026,AnconaE,Cruz,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,102735
nh0027,LopezLV,GranAldea,1884,Argentina,autodiegetic,other,novela realista,none,50497
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,other,novela naturalista,none,40595
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,other,novela naturalista,none,99767
nh0031,SicardiF,Paloche,1899,Argentina,heterodiegetic,other,novela naturalista,none,57685
nh0032,SicardiF,Mendez,1897,Argentina,heterodiegetic,other,novela naturalista,none,72121
nh0033,SicardiF,Justicia,1902,Argentina,heterodiegetic,other,novela naturalista,none,66652
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,other,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,novela histórica,novela romántica,none,140319
nh0036,LopezPortilloJ,Parcela,1898,Mexico,heterodiegetic,other,novela realista,novela,90800
nh0037,LopezVF,Loca,1896,Argentina,homodiegetic,novela histórica,novela romántica,none,100022
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,other,novela naturalista,none,36161
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,novela histórica,novela romántica,none,16253
nh0041,GorritiJM,Yocci,1876,Argentina,heterodiegetic,novela histórica,novela romántica,none,19643
nh0043,GorritiJM,JuezVerdugo,1876,Argentina,heterodiegetic,other,novela romántica,none,19791
