idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0004,PayroR,Inca,1905,Argentina,heterodiegetic,novela histórica,unknown,none,21997
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,other,novela romántica,none,50806
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,novela histórica,novela romántica,none,50965
nh0008,RivarolaEE,AmarVuelo,1884,Argentina,heterodiegetic,other,novela realista,none,41611
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,novela histórica,novela romántica,none,88720
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,novela histórica,novela realista,none,90242
nh0017,MarmolJ,Amalia,1855,Argentina,heterodiegetic,novela histórica,novela romántica,novela,231376
nh0020,CalcagnoF,SY,1895,Cuba,heterodiegetic,novela histórica,unknown,novela,26580
nh0021,OcantosCM,CruzFalta,1883,Argentina,heterodiegetic,other,novela romántica,none,39814
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,novela histórica,novela naturalista,novela,61881
nh0023,RabasaE,Bola,1887,Mexico,autodiegetic,other,novela realista,novela,38681
nh0025,MansillaE,Miranda,1860,Argentina,heterodiegetic,novela histórica,novela romántica,novela,71994
nh0026,AnconaE,Cruz,1866,Mexico,heterodiegetic,novela histórica,novela romántica,novela,102735
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,other,novela naturalista,none,40595
nh0030,SicardiF,Genaro,1895,Argentina,heterodiegetic,other,novela naturalista,none,48386
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,other,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,novela histórica,novela romántica,none,140319
nh0037,LopezVF,Loca,1896,Argentina,homodiegetic,novela histórica,novela romántica,none,100022
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,other,novela naturalista,none,36161
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,novela histórica,novela romántica,none,16253
nh0041,GorritiJM,Yocci,1876,Argentina,heterodiegetic,novela histórica,novela romántica,none,19643
nh0045,MachaliR,EmiliaCoquetismo,1862,Argentina,heterodiegetic,other,novela romántica,none,39646
