idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0155,SaldiasA,Bianchetto,1896,Argentina,heterodiegetic,novela social,novela naturalista,none,59107
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,110776
nh0157,SierraMendezJ,Confesiones,1873,Mexico,autodiegetic,Künstlerroman,novela romántica,none,20486
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,19325
nh0163,MoruaDelgadoM,Unzuazu,1901,Cuba,heterodiegetic,novela social,novela naturalista,novela,66897
nh0164,GroussacP,FrutoVedado,1881,Argentina,heterodiegetic,novela de costumbres,novela naturalista,none,68462
nh0167,PinaR,Geronimo,1856,Cuba,heterodiegetic,novela moralista,novela romántica,novela,85341
nh0169,VillaverdeC,Penitente,1889,Cuba,homodiegetic,novela histórica,novela romántica,novela,36425
nh0172,LarrosaAnsaldoL,Lujo,1889,Argentina,heterodiegetic,novela de costumbres,novela romántica,novela,39528
nh0177,DiazOlazabalR,BACosmopolita,1900,Argentina,heterodiegetic,novela de la ciudad,novela naturalista,novela,32168
nh0178,GorritiJM,GubiAmaya,1865,Argentina,homodiegetic,novela social,novela romántica,none,15832
nh0179,DominguezS,PerfilesMedallones,1886,Argentina,autodiegetic,novela de costumbres,novela naturalista,none,46760
nh0181,AnconaE,MartiresAnahuac,1870,Mexico,heterodiegetic,novela histórica,novela romántica,novela,126730
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,novela sentimental,novela romántica,none,68339
nh0189,HolmbergEL,TipoOriginal,1879,Argentina,autodiegetic,novela científica,novela naturalista,none,39549
nh0190,GamboaF,Apariencias,1892,Mexico,heterodiegetic,novela social,novela naturalista,none,109540
nh0191,GamboaF,LaLlaga,1910,Mexico,heterodiegetic,novela social,novela naturalista,none,112713
nh0192,GamboaF,SupremaLey,1896,Mexico,heterodiegetic,novela social,novela naturalista,none,114201
nh0193,GamboaF,Reconquista,1908,Mexico,heterodiegetic,novela social,novela naturalista,none,98704
nh0194,GamboaF,Metamorfosis,1899,Mexico,heterodiegetic,novela social,novela naturalista,none,120938
nh0201,GutierrezE,CarloLanza,1886,Argentina,heterodiegetic,novela criminal,novela romántica,none,115941
nh0205,AzuelaM,MalaYerba,1909,Mexico,heterodiegetic,novela social,novela naturalista,none,43997
nh0206,VarelaLV,Clemencia,1877,Argentina,heterodiegetic,novela criminal,novela naturalista,novela,49802
nh0216,AnconaE,Mestiza,1891,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,79401
nh0217,MendezCuencaL,EspejoAmarilis,1902,Mexico,heterodiegetic,novela de costumbres,novela naturalista,novela,180344
nh0223,SolarA,ContraMarea,1894,Argentina,heterodiegetic,novela social,novela naturalista,none,51085
nh0224,GutierrezE,Cuello,1880,Argentina,heterodiegetic,novela criminal,novela romántica,none,113882
nh0225,GutierrezE,Mazorca,1888,Argentina,heterodiegetic,novela política,novela romántica,none,102306
nh0229,GarciaMerouM,LeySocial,1885,Argentina,heterodiegetic,novela social,novela naturalista,none,29429
nh0234,RiveraYRioJ,PobresRicos,1884,Mexico,heterodiegetic,novela social,novela romántica,novela,75198
nh0237,PizarroN,Coqueta,1861,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,51132
nh0238,BetancourtR,FeriaCaridad,1841,Cuba,heterodiegetic,novela de costumbres,novela romántica,none,43766
nh0240,CasteraP,Maduros,1882,Mexico,heterodiegetic,novela social,novela romántica,none,17444
nh0253,CuellarJT,PecadoSiglo,1869,Mexico,heterodiegetic,novela histórica,novela romántica,novela,119738
nh0254,GarciaVellosoE,Neurosis,1900,Argentina,heterodiegetic,novela sentimental,novela naturalista,novela,15849
nh0255,SolarA,Rastaquouere,1890,Argentina,heterodiegetic,novela social,novela naturalista,none,48060
nh0256,VillafaneSI,DonLino,1886,Argentina,heterodiegetic,novela social,novela naturalista,none,32059
