idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0003,AltamiranoIM,Antonia,1872,Mexico,autodiegetic,novela sentimental,novela romántica,none,18017
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,novela sentimental,novela romántica,none,50806
nh0011,CambaceresE,Rumbo,1885,Argentina,heterodiegetic,other,novela naturalista,none,33544
nh0012,CambaceresE,Sangre,1887,Argentina,heterodiegetic,other,novela naturalista,none,40924
nh0013,MezaR,Carmela,1887,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,50455
nh0014,AuberNoyaVF,Leoncio,1844,Cuba,heterodiegetic,novela sentimental,unknown,none,40255
nh0018,IglesiaA,Adoracion,1894,Cuba,autodiegetic,novela sentimental,unknown,novela,44670
nh0021,OcantosCM,CruzFalta,1883,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39814
nh0023,RabasaE,Bola,1887,Mexico,autodiegetic,other,novela realista,novela,38681
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,other,novela naturalista,none,40595
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,other,novela naturalista,none,99767
nh0031,SicardiF,Paloche,1899,Argentina,heterodiegetic,other,novela naturalista,none,57685
nh0033,SicardiF,Justicia,1902,Argentina,heterodiegetic,other,novela naturalista,none,66652
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,novela sentimental,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,other,novela romántica,none,140319
nh0037,LopezVF,Loca,1896,Argentina,homodiegetic,other,novela romántica,none,100022
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,other,novela naturalista,none,36161
nh0043,GorritiJM,JuezVerdugo,1876,Argentina,heterodiegetic,novela sentimental,novela romántica,none,19791
nh0045,MachaliR,EmiliaCoquetismo,1862,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39646
nh0048,OcantosCM,Perfecto,1902,Argentina,autodiegetic,other,novela realista,novela,64894
nh0049,RivaPalacioV,Garatuza,1868,Mexico,heterodiegetic,other,novela romántica,novela,136380
nh0051,BarraE,Stella,1905,Argentina,heterodiegetic,other,unknown,novela,100447
nh0057,CambaceresE,Potpourri,1882,Argentina,autodiegetic,other,novela naturalista,none,50450
nh0061,EchagueP,Chapanay,1884,Argentina,heterodiegetic,other,novela romántica,none,26780
nh0066,MartinezVillergasJ,VidaChaleco,1859,Cuba,heterodiegetic,other,unknown,novela,197895
nh0067,FriasH,UltimoDuelo,1896,Mexico,heterodiegetic,other,novela realista,novela,51837
nh0068,DelgadoR,Calandria,1890,Mexico,heterodiegetic,novela sentimental,novela realista,novela,89456
nh0072,BarredaR,MisteriosCorazon,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,none,82395
nh0075,DelgadoR,HistoriaVulgar,1904,Mexico,heterodiegetic,other,novela realista,none,23172
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,84295
nh0080,GamboaF,Santa,1903,Mexico,heterodiegetic,other,novela naturalista,none,98005
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,novela sentimental,novela romántica,none,35006
nh0087,CaneMI,Esther,1858,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,17724
nh0088,MoranteP,Grandezas,1896,Argentina,heterodiegetic,other,novela naturalista,novela,56661
nh0089,DelgadoR,Angelina,1893,Mexico,autodiegetic,novela sentimental,novela realista,novela,89231
nh0090,PaynoM,Bandidos,1892,Mexico,heterodiegetic,other,novela naturalista,novela,217243
nh0092,RiveraYRioJ,VirgenNiagara,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,115995
nh0096,MitreB,Soledad,1847,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,20992
nh0098,RosasdeRiveraM,MariaMontiel,1861,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,100570
nh0099,NajeraM,Cielo,1882,Mexico,heterodiegetic,novela sentimental,novela modernista,novela,33182
nh0102,VillaverdeC,DosAmores,1858,Cuba,heterodiegetic,novela sentimental,novela romántica,novela,53230
nh0104,CastilloFM,HermanaAngeles,1854,Mexico,heterodiegetic,novela sentimental,novela romántica,none,29672
nh0114,BobadillaE,Fuego,1903,Cuba,heterodiegetic,other,novela naturalista,novela,63807
nh0115,GomezAvellanedaG,Guatimozin,1846,Cuba,heterodiegetic,other,novela romántica,novela,130454
nh0119,MartiJ,Amistad,1885,Cuba,heterodiegetic,novela sentimental,novela modernista,novela,36093
nh0123,SylvaV,AsiSea,1893,Argentina,autodiegetic,novela sentimental,unknown,novela,57822
nh0124,GomezAvellanedaG,ArtistaBarquero,1861,Cuba,heterodiegetic,other,novela romántica,none,67902
nh0126,CaneMI,Sconner,1858,Argentina,heterodiegetic,other,novela romántica,none,24010
nh0129,CuellarJT,Fuerenos,1883,Mexico,heterodiegetic,other,novela romántica,novela,25032
nh0130,AguilarV,Otilia,1887,Argentina,heterodiegetic,novela sentimental,unknown,novela,68468
nh0132,OteroR,CeciliaMatancera,1861,Cuba,heterodiegetic,novela sentimental,unknown,novela,60881
nh0136,AzuelaM,MariaLuisa,1907,Mexico,heterodiegetic,novela sentimental,novela naturalista,none,23358
nh0138,CuellarJT,GabrielCerrajero,1872,Mexico,heterodiegetic,other,novela romántica,novela,56883
nh0140,GomezAvellanedaG,DosMujeres,1843,Cuba,heterodiegetic,novela sentimental,novela romántica,none,82518
nh0142,OlavarriaFerrariE,TalamoHorca,1868,Mexico,heterodiegetic,other,novela romántica,novela,157266
nh0144,CuellarJT,IsolinaExFigurante,1871,Mexico,heterodiegetic,other,novela romántica,novela,69206
nh0145,CasteraP,DramasCorazon,1890,Mexico,heterodiegetic,novela sentimental,novela romántica,none,42858
nh0146,AltamiranoIM,Julia,1870,Mexico,autodiegetic,novela sentimental,novela romántica,none,20415
nh0147,PichardoE,Fatalista,1866,Cuba,heterodiegetic,other,novela romántica,novela,73296
nh0149,PazI,Marina,1883,Mexico,heterodiegetic,other,novela romántica,novela,188941
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,novela sentimental,novela romántica,none,36956
nh0152,PazI,Juarez,1904,Mexico,heterodiegetic,other,novela romántica,none,186349
nh0154,AuberNoyaVF,Wilhelmina,1843,Cuba,heterodiegetic,novela sentimental,unknown,none,28612
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,110776
nh0161,LopezVF,GranSemana,1896,Argentina,autodiegetic,other,novela romántica,none,20770
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,19325
nh0163,MoruaDelgadoM,Unzuazu,1901,Cuba,heterodiegetic,other,novela naturalista,novela,66897
nh0171,CasteraP,Carmen,1882,Mexico,autodiegetic,novela sentimental,novela romántica,none,62013
nh0175,RabasaE,MonedaFalsa,1888,Mexico,autodiegetic,other,novela realista,none,47910
nh0176,OlascoagaMJ,SargentoClaro,1898,Argentina,heterodiegetic,other,unknown,novela,49116
nh0179,DominguezS,PerfilesMedallones,1886,Argentina,autodiegetic,other,novela naturalista,none,46760
nh0180,AnconaE,Filibustero,1864,Mexico,heterodiegetic,other,novela romántica,novela,101221
nh0183,RiveraYRioJ,DramasNuevaYork,1869,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,175143
nh0187,HolmbergEL,Nelly,1896,Argentina,autodiegetic,novela sentimental,unknown,none,19933
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,novela sentimental,novela romántica,none,68339
nh0190,GamboaF,Apariencias,1892,Mexico,heterodiegetic,other,novela naturalista,none,109540
nh0194,GamboaF,Metamorfosis,1899,Mexico,heterodiegetic,other,novela naturalista,none,120938
nh0195,PellizaSagastaJ,Margarita,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,69250
nh0198,RabasaE,GranCiencia,1887,Mexico,autodiegetic,other,novela realista,novela,39710
nh0199,CuellarJT,Mariditos,1890,Mexico,heterodiegetic,other,novela romántica,novela,25753
nh0202,LopezPortilloJ,Precursores,1909,Mexico,heterodiegetic,novela sentimental,novela realista,novela,146259
nh0207,GuerreroPallaresT,Anatomia,1856,Cuba,heterodiegetic,novela sentimental,unknown,novela,136402
nh0209,SanchezMarmolM,Previvida,1906,Mexico,heterodiegetic,novela sentimental,unknown,novela,38884
nh0210,ZayasEnriquezR,Teniente,1902,Mexico,heterodiegetic,other,novela realista,novela,62052
nh0211,SanchezMarmolM,Pocahontas,1882,Mexico,heterodiegetic,other,unknown,none,35091
nh0212,SanchezMarmolM,JuanitaSousa,1890,Mexico,heterodiegetic,novela sentimental,unknown,novela,32314
nh0214,ZentellaA,Perico,1885,Mexico,heterodiegetic,other,novela realista,novela,22593
nh0215,CalcagnoF,BuscaEslabon,1888,Cuba,heterodiegetic,other,unknown,none,65047
nh0216,AnconaE,Mestiza,1891,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,79401
nh0218,LlanosJ,ArturoSierra,1884,Argentina,heterodiegetic,novela sentimental,unknown,none,27599
nh0219,CampoE,Camila,1856,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,23008
nh0220,PuigPuenteF,CampanaTarde,1873,Cuba,heterodiegetic,other,novela romántica,novela,46047
nh0221,IglesiaA,Alondra,1897,Cuba,heterodiegetic,other,novela realista,novela,49828
nh0222,BungeCO,Xarcas,1903,Argentina,heterodiegetic,other,unknown,novela,33582
nh0225,GutierrezE,Mazorca,1888,Argentina,heterodiegetic,other,novela romántica,none,102306
nh0227,MateosJA,SacerdoteCaudillo,1869,Mexico,heterodiegetic,other,novela romántica,novela,190317
nh0228,GuiterasFontE,IreneAlbar,1885,Cuba,heterodiegetic,novela sentimental,unknown,novela,40281
nh0230,OcantosCM,Zaldivar,1888,Argentina,heterodiegetic,novela sentimental,novela realista,none,54823
