idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0002,PayroR,Moreira,1910,Argentina,autodiegetic,other,novela realista,none,98903
nh0003,AltamiranoIM,Antonia,1872,Mexico,autodiegetic,novela sentimental,novela romántica,none,18017
nh0004,PayroR,Inca,1905,Argentina,heterodiegetic,other,unknown,none,21997
nh0006,AltamiranoIM,Clemencia,1869,Mexico,homodiegetic,novela sentimental,novela romántica,none,50806
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,other,novela romántica,none,50965
nh0008,RivarolaEE,AmarVuelo,1884,Argentina,heterodiegetic,other,novela realista,none,41611
nh0010,MezaR,TioEmpleado,1887,Cuba,homodiegetic,other,novela realista,novela,93573
nh0012,CambaceresE,Sangre,1887,Argentina,heterodiegetic,other,novela naturalista,none,40924
nh0013,MezaR,Carmela,1887,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,50455
nh0014,AuberNoyaVF,Leoncio,1844,Cuba,heterodiegetic,novela sentimental,unknown,none,40255
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,other,novela realista,none,90242
nh0018,IglesiaA,Adoracion,1894,Cuba,autodiegetic,novela sentimental,unknown,novela,44670
nh0019,GamboaF,Cerillos,1889,Mexico,heterodiegetic,other,novela naturalista,none,16898
nh0021,OcantosCM,CruzFalta,1883,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39814
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,other,novela naturalista,novela,61881
nh0024,MansillaE,Medico,1860,Argentina,autodiegetic,other,novela romántica,novela,41080
nh0025,MansillaE,Miranda,1860,Argentina,heterodiegetic,other,novela romántica,novela,71994
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,other,novela naturalista,none,99767
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,novela sentimental,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,other,novela romántica,none,140319
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,other,novela naturalista,none,36161
nh0042,AlvarezJS,Austral,1897,Argentina,autodiegetic,other,unknown,none,62521
nh0043,GorritiJM,JuezVerdugo,1876,Argentina,heterodiegetic,novela sentimental,novela romántica,none,19791
nh0044,CastellanosJ,Conjura,1909,Cuba,heterodiegetic,other,novela realista,novela,22991
nh0045,MachaliR,EmiliaCoquetismo,1862,Argentina,heterodiegetic,novela sentimental,novela romántica,none,39646
nh0055,GutierrezE,Montoneros,1886,Argentina,heterodiegetic,other,novela romántica,none,82313
nh0056,GutierrezE,MuerteHeroe,1886,Argentina,heterodiegetic,other,novela romántica,none,104443
nh0059,PodestaMT,Irresponsable,1889,Argentina,autodiegetic,other,novela naturalista,none,45987
nh0061,EchagueP,Chapanay,1884,Argentina,heterodiegetic,other,novela romántica,none,26780
nh0062,CantiloJM,Quillango,1880,Argentina,heterodiegetic,other,novela realista,none,17162
nh0068,DelgadoR,Calandria,1890,Mexico,heterodiegetic,novela sentimental,novela realista,novela,89456
nh0072,BarredaR,MisteriosCorazon,1875,Argentina,heterodiegetic,novela sentimental,novela romántica,none,82395
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,84295
nh0077,ZayasGuarnerosP,AmorSublime,1899,Mexico,heterodiegetic,other,unknown,novela,120775
nh0078,AlvarezJS,ViajeMatreros,1897,Argentina,homodiegetic,other,unknown,none,26082
nh0082,PodestaMT,AlmaNina,1892,Argentina,heterodiegetic,novela sentimental,novela romántica,none,35006
nh0083,HolmbergEL,PartidosLucha,1875,Argentina,autodiegetic,other,unknown,none,34557
nh0087,CaneMI,Esther,1858,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,17724
nh0089,DelgadoR,Angelina,1893,Mexico,autodiegetic,novela sentimental,novela realista,novela,89231
nh0092,RiveraYRioJ,VirgenNiagara,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,115995
nh0096,MitreB,Soledad,1847,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,20992
nh0098,RosasdeRiveraM,MariaMontiel,1861,Argentina,heterodiegetic,novela sentimental,novela romántica,novela,100570
nh0099,NajeraM,Cielo,1882,Mexico,heterodiegetic,novela sentimental,novela modernista,novela,33182
nh0102,VillaverdeC,DosAmores,1858,Cuba,heterodiegetic,novela sentimental,novela romántica,novela,53230
nh0104,CastilloFM,HermanaAngeles,1854,Mexico,heterodiegetic,novela sentimental,novela romántica,none,29672
nh0115,GomezAvellanedaG,Guatimozin,1846,Cuba,heterodiegetic,other,novela romántica,novela,130454
nh0118,VillaverdeC,Cecilia,1839,Cuba,heterodiegetic,other,novela romántica,novela,182647
nh0119,MartiJ,Amistad,1885,Cuba,heterodiegetic,novela sentimental,novela modernista,novela,36093
nh0122,RivaPalacioV,Muertos,1870,Mexico,heterodiegetic,other,novela romántica,novela,108815
nh0123,SylvaV,AsiSea,1893,Argentina,autodiegetic,novela sentimental,unknown,novela,57822
nh0125,RivaPalacioV,Calvario,1868,Mexico,heterodiegetic,other,novela romántica,novela,136311
nh0129,CuellarJT,Fuerenos,1883,Mexico,heterodiegetic,other,novela romántica,novela,25032
nh0130,AguilarV,Otilia,1887,Argentina,heterodiegetic,novela sentimental,unknown,novela,68468
nh0132,OteroR,CeciliaMatancera,1861,Cuba,heterodiegetic,novela sentimental,unknown,novela,60881
nh0133,CampoValleA,Rumba,1891,Mexico,heterodiegetic,other,novela realista,none,33506
nh0136,AzuelaM,MariaLuisa,1907,Mexico,heterodiegetic,novela sentimental,novela naturalista,none,23358
nh0140,GomezAvellanedaG,DosMujeres,1843,Cuba,heterodiegetic,novela sentimental,novela romántica,none,82518
nh0141,CuellarJT,GentesAsi,1872,Mexico,heterodiegetic,other,novela romántica,novela,128841
nh0144,CuellarJT,IsolinaExFigurante,1871,Mexico,heterodiegetic,other,novela romántica,novela,69206
nh0145,CasteraP,DramasCorazon,1890,Mexico,heterodiegetic,novela sentimental,novela romántica,none,42858
nh0146,AltamiranoIM,Julia,1870,Mexico,autodiegetic,novela sentimental,novela romántica,none,20415
nh0147,PichardoE,Fatalista,1866,Cuba,heterodiegetic,other,novela romántica,novela,73296
nh0149,PazI,Marina,1883,Mexico,heterodiegetic,other,novela romántica,novela,188941
nh0151,GuadalajaraJR,AmaliaPaginas,1891,Mexico,autodiegetic,novela sentimental,novela romántica,none,36956
nh0152,PazI,Juarez,1904,Mexico,heterodiegetic,other,novela romántica,none,186349
nh0154,AuberNoyaVF,Wilhelmina,1843,Cuba,heterodiegetic,novela sentimental,unknown,none,28612
nh0155,SaldiasA,Bianchetto,1896,Argentina,heterodiegetic,other,novela naturalista,none,59107
nh0156,PazI,PiedraSacrificio,1871,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,110776
nh0158,EchaizJ,Paladin,1871,Mexico,heterodiegetic,other,novela romántica,novela,103198
nh0160,BarredaR,PepaLarrica,1884,Argentina,heterodiegetic,other,unknown,none,120215
nh0162,PazI,AmorDeViejo,1874,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,19325
nh0163,MoruaDelgadoM,Unzuazu,1901,Cuba,heterodiegetic,other,novela naturalista,novela,66897
nh0166,BacardiMoreauE,ViaCrucis,1910,Cuba,heterodiegetic,other,unknown,none,99221
nh0169,VillaverdeC,Penitente,1889,Cuba,homodiegetic,other,novela romántica,novela,36425
nh0171,CasteraP,Carmen,1882,Mexico,autodiegetic,novela sentimental,novela romántica,none,62013
nh0172,LarrosaAnsaldoL,Lujo,1889,Argentina,heterodiegetic,other,novela romántica,novela,39528
nh0183,RiveraYRioJ,DramasNuevaYork,1869,Mexico,heterodiegetic,novela sentimental,novela romántica,novela,175143
nh0185,HolmbergEL,ViajeMaravillosoNicNac,1875,Argentina,autodiegetic,other,unknown,none,33524
nh0186,HolmbergEL,BolsaHuesos,1896,Argentina,autodiegetic,other,unknown,none,19381
nh0187,HolmbergEL,Nelly,1896,Argentina,autodiegetic,novela sentimental,unknown,none,19933
nh0188,VillaverdeC,Historia habanera,1840,Cuba,heterodiegetic,novela sentimental,novela romántica,none,68339
