idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0005,AltamiranoIM,Navidad,1871,Mexico,autodiegetic,novela de costumbres,other,none,17404
nh0007,AltamiranoIM,Zarco,1901,Mexico,heterodiegetic,novela histórica,other,none,50965
nh0008,RivarolaEE,AmarVuelo,1884,Argentina,heterodiegetic,novela de costumbres,other,none,41611
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,novela histórica,other,none,88720
nh0011,CambaceresE,Rumbo,1885,Argentina,heterodiegetic,novela social,novela naturalista,none,33544
nh0012,CambaceresE,Sangre,1887,Argentina,heterodiegetic,novela social,novela naturalista,none,40924
nh0013,MezaR,Carmela,1887,Cuba,heterodiegetic,novela sentimental,novela naturalista,none,50455
nh0015,SaladoAlvarezV,Puebla,1903,Mexico,heterodiegetic,novela histórica,other,none,90242
nh0017,MarmolJ,Amalia,1855,Argentina,heterodiegetic,novela histórica,other,novela,231376
nh0019,GamboaF,Cerillos,1889,Mexico,heterodiegetic,novela social,novela naturalista,none,16898
nh0021,OcantosCM,CruzFalta,1883,Argentina,heterodiegetic,novela sentimental,other,none,39814
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,novela histórica,novela naturalista,novela,61881
nh0023,RabasaE,Bola,1887,Mexico,autodiegetic,novela política,other,novela,38681
nh0024,MansillaE,Medico,1860,Argentina,autodiegetic,novela social,other,novela,41080
nh0027,LopezLV,GranAldea,1884,Argentina,autodiegetic,novela de costumbres,other,none,50497
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,novela psicológica,novela naturalista,none,40595
nh0029,SicardiF,Extrano,1894,Argentina,heterodiegetic,novela social,novela naturalista,none,99767
nh0030,SicardiF,Genaro,1895,Argentina,heterodiegetic,novela social,novela naturalista,none,48386
nh0031,SicardiF,Paloche,1899,Argentina,heterodiegetic,novela social,novela naturalista,none,57685
nh0032,SicardiF,Mendez,1897,Argentina,heterodiegetic,novela social,novela naturalista,none,72121
nh0033,SicardiF,Justicia,1902,Argentina,heterodiegetic,novela social,novela naturalista,none,66652
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,novela sentimental,novela naturalista,none,40754
nh0035,LopezVF,NoviaDelHereje,1855,Argentina,heterodiegetic,novela histórica,other,none,140319
nh0038,ArgerichJA,Inocentes,1884,Argentina,heterodiegetic,novela social,novela naturalista,novela,76569
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,novela de costumbres,novela naturalista,none,36161
nh0040,GutierrezJM,CapitanPatricios,1864,Argentina,heterodiegetic,novela histórica,other,none,16253
nh0046,OcantosCM,Promision,1897,Argentina,heterodiegetic,novela social,other,novela,65026
nh0047,OcantosCM,Quilito,1891,Argentina,heterodiegetic,novela social,other,none,83234
nh0049,RivaPalacioV,Garatuza,1868,Mexico,heterodiegetic,novela histórica,other,novela,136380
