idno,author-short,title-short,year,country,narrative-perspective,subgenre-theme,subgenre-current,subgenre-novela,tokens
nh0001,VillaverdeC,Guajiro,1842,Cuba,heterodiegetic,novela de costumbres,novela romántica,none,36461
nh0005,AltamiranoIM,Navidad,1871,Mexico,autodiegetic,novela de costumbres,novela romántica,none,17404
nh0008,RivarolaEE,AmarVuelo,1884,Argentina,heterodiegetic,novela de costumbres,novela realista,none,41611
nh0009,GutierrezE,Rastreador,1886,Argentina,heterodiegetic,other,novela romántica,none,88720
nh0010,MezaR,TioEmpleado,1887,Cuba,homodiegetic,novela de costumbres,novela realista,novela,93573
nh0014,AuberNoyaVF,Leoncio,1844,Cuba,heterodiegetic,other,unknown,none,40255
nh0022,FriasH,Tomochic,1894,Mexico,heterodiegetic,other,novela naturalista,novela,61881
nh0024,MansillaE,Medico,1860,Argentina,autodiegetic,other,novela romántica,novela,41080
nh0027,LopezLV,GranAldea,1884,Argentina,autodiegetic,novela de costumbres,novela realista,none,50497
nh0028,MohrLA,AlbertoTrejo,1884,Argentina,heterodiegetic,other,novela naturalista,none,40595
nh0031,SicardiF,Paloche,1899,Argentina,heterodiegetic,other,novela naturalista,none,57685
nh0034,CambaceresE,Musica,1884,Argentina,homodiegetic,other,novela naturalista,none,40754
nh0036,LopezPortilloJ,Parcela,1898,Mexico,heterodiegetic,novela de costumbres,novela realista,novela,90800
nh0039,CantiloJL,Quimera,1899,Argentina,heterodiegetic,novela de costumbres,novela naturalista,none,36161
nh0041,GorritiJM,Yocci,1876,Argentina,heterodiegetic,other,novela romántica,none,19643
nh0042,AlvarezJS,Austral,1897,Argentina,autodiegetic,novela de costumbres,unknown,none,62521
nh0043,GorritiJM,JuezVerdugo,1876,Argentina,heterodiegetic,other,novela romántica,none,19791
nh0044,CastellanosJ,Conjura,1909,Cuba,heterodiegetic,other,novela realista,novela,22991
nh0047,OcantosCM,Quilito,1891,Argentina,heterodiegetic,other,novela realista,none,83234
nh0048,OcantosCM,Perfecto,1902,Argentina,autodiegetic,novela de costumbres,novela realista,novela,64894
nh0050,CuellarJT,EnsaladaPollos,1871,Mexico,heterodiegetic,novela de costumbres,novela romántica,novela,48747
nh0051,BarraE,Stella,1905,Argentina,heterodiegetic,novela de costumbres,unknown,novela,100447
nh0052,DelgadoR,ParientesRicos,1901,Mexico,heterodiegetic,other,novela realista,none,105418
nh0057,CambaceresE,Potpourri,1882,Argentina,autodiegetic,novela de costumbres,novela naturalista,none,50450
nh0058,DominguezS,Palomas,1886,Argentina,heterodiegetic,other,novela naturalista,none,37027
nh0061,EchagueP,Chapanay,1884,Argentina,heterodiegetic,novela de costumbres,novela romántica,none,26780
nh0062,CantiloJM,Quillango,1880,Argentina,heterodiegetic,novela de costumbres,novela realista,none,17162
nh0063,ZayasGuarnerosP,Herencias,1899,Mexico,heterodiegetic,novela de costumbres,novela romántica,novela,95614
nh0065,DiazCovarrubiasJ,ClaseMedia,1858,Mexico,heterodiegetic,novela de costumbres,novela romántica,novela,30551
nh0066,MartinezVillergasJ,VidaChaleco,1859,Cuba,heterodiegetic,novela de costumbres,unknown,novela,197895
nh0070,MezaR,DonAniceto,1889,Cuba,heterodiegetic,novela de costumbres,unknown,novela,41914
nh0071,MezaR,UltimasPaginas,1891,Cuba,heterodiegetic,novela de costumbres,novela romántica,novela,36132
nh0073,DiazCovarrubiasJ,Diablo,1858,Mexico,heterodiegetic,novela de costumbres,novela romántica,novela,17663
nh0076,HerediaN,Leonela,1893,Cuba,heterodiegetic,other,novela naturalista,none,84295
nh0077,ZayasGuarnerosP,AmorSublime,1899,Mexico,heterodiegetic,novela de costumbres,unknown,novela,120775
nh0078,AlvarezJS,ViajeMatreros,1897,Argentina,homodiegetic,novela de costumbres,unknown,none,26082
nh0079,AlvarezJS,MemoriasVigilante,1897,Argentina,autodiegetic,novela de costumbres,unknown,none,21866
